SCRRTST_SUBJ_CODE,SCRRTST_CRSE_NUMB,SCRRTST_TERM_CODE_EFF,SCRRTST_SEQNO,SCRRTST_TESC_CODE,SCRRTST_TEST_SCORE,SCRRTST_SUBJ_CODE_PREQ,SCRRTST_CRSE_NUMB_PREQ,SCRRTST_LEVL_CODE,SCRRTST_MIN_GRDE,SCRRTST_CONCURRENCY_IND,SCRRTST_CONNECTOR,SCRRTST_LPAREN,SCRRTST_RPAREN,SCRRTST_ACTIVITY_DATE
CHEM,112,201210,2,,,CHEM,HONRS,UG,NG,,,,,18-Aug-11
CHEM,113,200010,1,,,CHEM,111,UG,D,,,,,12-Feb-99
CHEM,113,200010,3,,,CHEM,112,UG,D,,O,,,20-Oct-06
CHEM,113,200010,5,,,CHEM,105,UG,D,,O,,,10-Oct-11
CHEM,113,201410,1,,,CHEM,111,UG,D,,,(,,19-Jun-13
CHEM,113,201410,3,,,CHEM,111L,UG,D,,A,,),19-Jun-13
CHEM,113,201410,5,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,113L,201410,2,,,CHEM,111,UG,D,,,(,,19-Jun-13
CHEM,113L,201410,4,,,CHEM,111L,UG,D,,A,,),19-Jun-13
CHEM,113L,201410,6,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,115,200010,1,,,CHEM,113,UG,D,,,,,12-Feb-99
CHEM,115,200010,2,,,CHEM,112,UG,B,,O,,,12-Feb-99
CHEM,115,200530,1,,,CHEM,113,UG,D,,,,,23-Mar-05
CHEM,115,200530,2,,,CHEM,112,UG,B,,O,,,23-Mar-05
CHEM,115,200530,4,,,CHEM,202,UG,D,,O,,,04-Oct-05
CHEM,115,200530,6,,,CHEM,107,UG,D,,O,,,20-Jan-09
CHEM,115,200530,,,,CHEM,202,UG,D,,O,,,23-Mar-05
CHEM,115,201210,1,,,CHEM,113,UG,D,,,,,22-Nov-11
CHEM,115,201210,2,,,CHEM,112,UG,D,,O,,,22-Nov-11
CHEM,115,201210,4,,,CHEM,202,UG,D,,O,,,22-Nov-11
CHEM,115,201210,6,,,CHEM,107,UG,D,,O,,,22-Nov-11
CHEM,115,201210,,,,CHEM,202,UG,D,,O,,,22-Nov-11
CHEM,115,201410,1,,,CHEM,113,UG,D,,,(,,19-Jun-13
CHEM,115,201410,2,,,CHEM,113L,UG,D,,A,,),19-Jun-13
CHEM,115,201410,4,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,115,201410,,,,CHEM,202,UG,D,,O,,,19-Jun-13
CHEM,115L,201410,2,,,CHEM,113,UG,D,,,(,,19-Jun-13
CHEM,115L,201410,4,,,CHEM,113L,UG,D,,A,,),19-Jun-13
CHEM,115L,201410,6,,,CHEM,112,UG,D,,O,,,19-Jun-13
CHEM,153,200010,1,,,CHEM,112,UG,B,,,,,12-Feb-99
CHEM,153,200010,2,,,CHEM,113,UG,D,,O,,,12-Feb-99
CHEM,201,000000,2,,,MA,111,UG,D,,,,,03-Jan-05
CHEM,201,000000,4,,,MA,FTC,UG,D,,O,,,21-Jan-05
CHEM,201,000000,6,,,MA,102,UG,D,,O,,,21-Jan-05
CHEM,202,200410,2,,,CHEM,201,UG,D,,,,,03-Jan-05
CHEM,225,200010,1,,,CHEM,115,UG,D,,,,,05-Nov-99
CHEM,225,200010,3,,,CHEM,115L,UG,D,,A,,),03-Jan-05
CHEM,225,200010,5,,,CHEM,107,UG,D,,O,,,10-May-11
CHEM,225,201410,1,,,CHEM,115,UG,D,,,(,,19-Jun-13
CHEM,225,201410,3,,,CHEM,115L,UG,D,,A,,),19-Jun-13
CHEM,225L,201410,2,,,CHEM,115,UG,D,,,,,19-Jun-13
CHEM,225L,201410,4,,,CHEM,115L,UG,D,,A,,,19-Jun-13
CHEM,230,000000,2,,,CHEM,115,UG,D,,,,,03-Jan-05
