SCRRTST_SUBJ_CODE,SCRRTST_CRSE_NUMB,SCRRTST_TERM_CODE_EFF,SCRRTST_SEQNO,SCRRTST_TESC_CODE,SCRRTST_TEST_SCORE,SCRRTST_SUBJ_CODE_PREQ,SCRRTST_CRSE_NUMB_PREQ,SCRRTST_LEVL_CODE,SCRRTST_MIN_GRDE,SCRRTST_CONCURRENCY_IND,SCRRTST_CONNECTOR,SCRRTST_LPAREN,SCRRTST_RPAREN,SCRRTST_ACTIVITY_DATE
CHE,411,200910,6,,,MA,223,UG,D,,A,,,25-Jun-08
CHE,411,200910,8,,,RH,330,UG,D,,A,,,25-Jun-08
CHE,411,201010,4,,,CHE,314,UG,D,,,,,25-Feb-09
CHE,411,201010,6,,,MA,223,UG,D,,A,,,25-Feb-09
CHE,411,201010,8,,,RH,330,UG,D,,A,,,25-Feb-09
CHE,411,201010,10,,,CHEM,115,UG,D,,A,,,25-Feb-09
CHE,411,201010,12,,,CHEM,225,UG,D,,A,,,25-Feb-09
CHE,411,201130,4,,,CHE,314,UG,D,,,,,15-Sep-11
CHE,411,201130,6,,,MA,223,UG,D,,A,,,15-Sep-11
CHE,411,201130,8,,,RH,330,UG,D,,A,,,15-Sep-11
CHE,411,201130,10,,,CHEM,115,UG,D,,A,,,15-Sep-11
CHE,411,201130,12,,,CHEM,225,UG,D,,A,,,15-Sep-11
CHEM,230,000000,4,,,CHEM,202,UG,D,,O,,,03-Jan-05
CHEM,231,000000,1,,,CHEM,112,UG,B,,,,,12-Feb-99
CHEM,231,000000,2,,,CHEM,113,UG,D,,O,,,12-Feb-99
CHEM,241,200010,1,,,CHEM,115,UG,D,,,,,12-Feb-99
CHEM,241,200010,3,,,CHEM,202,UG,D,,O,,,03-Jan-05
CHEM,241,200910,1,,,CHEM,115,UG,D,,,,,27-Jun-08
CHEM,251,200010,1,,,CHEM,115,UG,D,,,,,12-Feb-99
CHEM,251,200110,1,,,CHEM,115,UG,D,,,,,03-Jan-05
CHEM,251,200110,3,,,CHEM,202,UG,D,,O,,,03-Jan-05
CHEM,251,200110,5,,,CHEM,107,UG,D,,O,,,05-May-09
CHEM,251,200110,,,,CHEM,201,UG,D,,O,,,03-Jan-05
CHEM,251,201210,3,,,CHEM,202,UG,D,,,,,29-Aug-11
CHEM,251,201210,5,,,CHEM,107,UG,D,,O,,,10-May-11
CHEM,251,201210,7,,,CHEM,113,UG,D,,O,,,10-May-11
CHEM,251,201210,9,,,CHEM,112,UG,D,,O,,,10-May-11
CHEM,251,201210,,,,CHEM,201,UG,D,,O,,,10-May-11
CHEM,252,200010,1,,,CHEM,251,UG,D,,,,,12-Feb-99
CHEM,252,200110,1,,,CHEM,251,UG,D,,,,,03-Jan-05
CHEM,253,200010,1,,,CHEM,252,UG,D,,,,,12-Feb-99
CHEM,264,000000,2,,,CHEM,111,UG,D,,,,,03-Jan-05
CHEM,264,000000,4,,,CHEM,201,UG,D,,O,,,03-Jan-05
CHEM,264,000000,6,,,CHEM,112,UG,D,,O,,,19-Jan-06
CHEM,264,000000,8,,,CHEM,105,UG,D,,O,,,21-Jan-09
CHEM,264,201410,2,,,CHEM,113,UG,D,,,(,,02-Jan-14
CHEM,264,201410,4,,,CHEM,113L,UG,D,,A,,),02-Jan-14
CHEM,264,201410,6,,,CHEM,112,UG,D,,O,(,,02-Jan-14
CHEM,264,201410,8,,,CHEM,114,UG,D,,A,,),02-Jan-14
CHEM,270,200010,1,,,CHEM,111,UG,D,,,,,05-Nov-99
CHEM,270,200010,3,,,CHEM,201,UG,D,,O,,,03-Jan-05
CHEM,270,200010,5,,,CHEM,112,UG,D,,O,,,17-Jan-06
CHEM,270,200010,7,,,CHEM,105,UG,D,,O,,,20-Jan-09
CHEM,291,201010,2,,,CHEM,115,UG,D,,,,,31-Jul-09
CHEM,291,201010,4,,,CHEM,107,UG,D,,O,,,31-Jul-09
CHEM,291,201210,2,,,CHEM,115,UG,D,,,,,10-May-11
CHEM,291,201210,4,,,CHEM,107,UG,D,,O,,,10-May-11
CHEM,291,201210,6,,,CHEM,113,UG,D,,O,,,10-May-11
CHEM,291,201210,8,,,CHEM,112,UG,D,,O,,,10-May-11
CHEM,326,200010,1,,,CHEM,225,UG,D,,,,,12-Feb-99
CHEM,326,201010,1,,,CHEM,225,UG,D,,,,,08-Jan-09
CHEM,327,200010,1,,,CHEM,225,UG,D,,,,,12-Feb-99
CHEM,327,200110,1,,,CHEM,225,UG,D,,,,,03-Jan-05
CHEM,327,201010,1,,,CHEM,225,UG,D,,,,,08-Jan-09
CHEM,330,000000,2,,,CHEM,252,UG,D,,,,,03-Jan-05
CHEM,330,000000,4,,,CHEM,230,UG,D,,O,,,03-Jan-05
CHEM,330,201010,2,,,CHEM,252,UG,D,,,,,08-Jan-09
CHEM,330,201010,4,,,CHEM,230,UG,D,,O,,,08-Jan-09
CHEM,330,201210,2,,,CHEM,252,UG,D,,,,,07-Dec-10
CHEM,331,201010,2,,,CHEM,330,UG,D,,,,,08-Jan-09
CHEM,331,201010,4,,,AB,210,UG,D,,A,,,08-Jan-09
CHEM,360,200010,1,,,CHEM,303,UG,D,,,(,,04-Aug-99
CHEM,360,200010,2,,,CHEM,304,UG,D,,A,,),04-Aug-99
CHEM,360,200120,1,,,CHE,303,UG,D,,,(,,03-Jan-05
CHEM,360,200120,2,,,CHE,304,UG,D,,A,,),03-Jan-05
CHEM,360,200910,1,,,CHE,303,UG,D,,,(,,27-Jun-08
CHEM,360,200910,2,,,CHE,304,UG,D,,A,,,27-Jun-08
CHEM,360,200910,4,,,CHEM,115,UG,D,,A,,),27-Jun-08
CHEM,361,200010,1,,,CHEM,115,UG,D,,,,,12-Feb-99
CHEM,361,200010,2,,,MA,221,UG,D,,A,,,05-Nov-99
CHEM,361,200120,1,,,CHEM,115,UG,D,,,(,,03-Jan-05
CHEM,361,200120,1.5,,,CHEM,202,UG,D,,O,,),03-Jan-05
CHEM,361,200120,2,,,MA,221,UG,D,,A,,,03-Jan-05
CHEM,361,200910,1,,,CHEM,115,UG,D,,,(,,02-Feb-10
CHEM,361,200910,1.5,,,CHEM,202,UG,D,,O,,),02-Feb-10
CHEM,361,200910,2,,,MA,221,UG,D,,A,(,,02-Feb-10
CHEM,361,200910,4,,,MA,212,UG,D,,O,,),02-Feb-10
CHEM,361,201110,1,,,CHEM,115,UG,D,,,(,,19-Mar-10
CHEM,361,201110,1.5,,,CHEM,202,UG,D,,O,,),19-Mar-10
CHEM,361,201110,2,,,MA,221,UG,D,,A,(,,19-Mar-10
CHEM,361,201110,4,,,MA,212,UG,D,,O,,),19-Mar-10
CHEM,361,201110,6,,,MA,381,UG,D,,A,,,19-Mar-10
CHEM,362,200010,1,,,CHEM,361,UG,D,,,,,12-Feb-99
CHEM,362,200120,1,,,CHEM,361,UG,D,,,,,03-Jan-05
CHEM,363,200010,1,,,CHEM,115,UG,D,,,(,,03-Jan-05
CHEM,363,200010,1.5,,,CHEM,202,UG,D,,O,,),03-Jan-05
CHEM,363,200010,2,,,MA,221,UG,D,,A,,,05-Nov-99
CHEM,363,200010,3,,,PH,112,UG,D,,A,,,12-Feb-99
CHEM,363,200010,4,,,PH,113,UG,D,,A,,,12-Feb-99
CHEM,363,200510,1,,,CHEM,115,UG,D,,,(,,03-Jan-05
CHEM,363,200510,1.5,,,CHEM,202,UG,D,,O,,),03-Jan-05
CHEM,363,200510,2,,,MA,221,UG,D,,A,,,03-Jan-05
CHEM,363,200510,3,,,PH,112,UG,D,,A,,,03-Jan-05
CHEM,363,200510,4,,,PH,113,UG,D,,A,,,03-Jan-05
CHEM,363,200620,1,,,CHEM,115,UG,D,,,(,,06-Apr-06
CHEM,363,200620,1.5,,,CHEM,201,UG,D,,O,,),06-Apr-06
CHEM,363,200620,2,,,MA,221,UG,D,,A,,,06-Apr-06
CHEM,363,200620,3,,,PH,112,UG,D,,A,,,06-Apr-06
CHEM,363,200910,1,,,CHEM,115,UG,D,,,(,,02-Feb-10
CHEM,363,200910,1.25,,,CHEM,105,UG,D,,O,,,02-Feb-10
CHEM,363,200910,1.5,,,CHEM,201,UG,D,,O,,),02-Feb-10
CHEM,363,200910,2,,,MA,221,UG,D,,A,(,,02-Feb-10
CHEM,363,200910,2.5,,,MA,212,UG,D,,O,,),02-Feb-10
CHEM,363,200910,3,,,PH,112,UG,D,,A,,,02-Feb-10
CHEM,363,201210,1,,,CHEM,115,UG,D,,,(,,10-May-11
CHEM,363,201210,1.25,,,CHEM,105,UG,D,,O,,,10-May-11
CHEM,363,201210,1.5,,,CHEM,201,UG,D,,O,,,10-May-11
CHEM,363,201210,1.75,,,CHEM,111,UG,D,,O,,),10-May-11
CHEM,363,201210,2,,,MA,221,UG,D,,A,(,,10-May-11
CHEM,363,201210,2.5,,,MA,212,UG,D,,O,,),10-May-11
CHEM,363,201210,3,,,PH,112,UG,D,,A,,,10-May-11
CHEM,371,201110,2,,,CHEM,251,UG,D,Y,,,,10-Mar-11
CHEM,371,201110,4,,,CHEM,225,UG,D,,A,,,10-Mar-11
CHEM,371,201110,6,,,CHEM,264,UG,D,,A,,,10-Mar-11
CHEM,400,201110,2,,,CHEM,291,UG,D,,,,,02-Nov-10
CHEM,400,201210,2,,,CHEM,291,UG,D,,,,,10-Aug-11
CHEM,401,201210,2,,,CHEM,400,UG,D,,,,,10-Aug-11
CHEM,401,201210,4,,,CHEM,490,UG,D,,A,,,10-Aug-11
CHEM,402,201110,2,,,CHEM,401,UG,D,,,,,02-Nov-10
CHEM,403,201110,2,,,CHEM,402,UG,D,,,,,02-Nov-10
CHEM,411,000000,2,,,CHEM,410,UG,D,,,,,03-Jan-05
CHEM,428,200010,1,,,CHEM,225,UG,D,,,,,12-Feb-99
CHEM,430,000000,2,,,CHEM,330,UG,D,,,,,03-Jan-05
CHEM,430,201010,2,,,CHEM,330,UG,D,,,,,08-Jan-09
CHEM,431,200010,1,,,CHEM,252,UG,D,,,,,12-Feb-99
CHEM,431,201010,1,,,CHEM,330,UG,D,,,,,08-Jan-09
CHEM,431,201010,3,,,AB,210,UG,D,,A,,,08-Jan-09
CHEM,432,200010,1,,,CHEM,431,UG,D,,,,,12-Feb-99
CHEM,433,201210,2,,,CHEM,330,UG,D,,,,,10-May-11
CHEM,441,200010,1,,,CHEM,252,UG,D,,,,,12-Feb-99
CHEM,441,200010,2,,,CHEM,362,UG,D,,A,,,05-Nov-99
CHEM,441,200710,1,,,CHEM,252,UG,D,,,(,,02-May-06
CHEM,441,200710,2,,,CHEM,362,UG,D,,A,,),02-May-06
CHEM,441,200710,4,,,CHEM,252,UG,D,,O,(,,02-May-06
CHEM,441,200710,6,,,CHEM,360,UG,D,,A,,),02-May-06
CHEM,442,200010,1,,,CHEM,441,UG,D,,,,,12-Feb-99
CHEM,445,200010,1,,,CHEM,252,UG,D,,,,,05-Nov-99
CHEM,451,200010,1,,,CHEM,253,UG,D,,,,,12-Feb-99
CHEM,452,200010,1,,,CHEM,253,UG,D,,,,,12-Feb-99
CHEM,454,200010,1,,,CHEM,253,UG,D,,,,,05-Nov-99
CHEM,454,200010,2,,,CHEM,361,UG,D,,A,,,05-Nov-99
CHEM,454,200710,1,,,CHEM,253,UG,D,,,(,,02-May-06
CHEM,454,200710,2,,,CHEM,361,UG,D,,A,,),02-May-06
CHEM,454,200710,4,,,CHEM,253,UG,D,,O,(,,02-May-06
CHEM,454,200710,6,,,CHEM,360,UG,D,,A,,),02-May-06
CHEM,455,200010,1,,,CHEM,253,UG,D,,,,,05-Nov-99
CHEM,456,200010,1,,,CHEM,252,UG,D,,,,,12-Feb-99
CHEM,457,200010,1,,,CHEM,252,UG,D,,,,,12-Feb-99
CHEM,461,200010,1,,,CHEM,363,UG,D,,,,,19-Feb-99
CHEM,461,200610,1,,,CHEM,363,UG,D,,,,,17-Jun-05
CHEM,462,200610,2,,,CHEM,252,UG,D,,,,,23-Mar-05
CHEM,462,201110,2,,,CHEM,361,UG,D,,,,,23-Mar-10
CHEM,462,201110,4,,,CHE,303,UG,D,,O,,,23-Mar-10
CHEM,465,000000,2,,,CHEM,251,UG,D,,,,,03-Jan-05
CHEM,465,000000,4,,,CE,564,UG,D,,O,,,03-Jan-05
CHEM,490,201010,2,,,CHEM,291,UG,D,,,,,31-Jul-09
CHEM,530,201410,2,,,CHEM,330,UG,D,,,,,02-Jan-14
CHEM,532,201410,2,,,CHEM,330,UG,D,,,,,02-Jan-14
CHEM,545,201410,2,,,CHEM,115,UG,D,,,,,02-Jan-14
CHEM,545,201410,4,,,CHEM,252,UG,D,,A,,,02-Jan-14
CHEM,552,201410,2,,,CHEM,253,UG,D,,,,,02-Jan-14
CHEM,554,201410,2,,,CHEM,253,UG,D,,,,,02-Jan-14
CHEM,554,201410,4,,,CHEM,360,UG,D,,A,(,,02-Jan-14
CHEM,554,201410,6,,,CHEM,361,UG,D,,O,,),02-Jan-14
CHEM,555,201410,2,,,CHEM,253,UG,D,,,,,02-Jan-14
CHEM,557,201410,2,,,CHEM,252,UG,D,,,,,02-Jan-14
CHEM,561,201410,2,,,CHEM,363,UG,D,,,,,02-Jan-14
CHEM,562,201410,2,,,CHEM,361,UG,D,,,,,02-Jan-14
CHEM,562,201410,4,,,CHEM,303,UG,D,,O,,,02-Jan-14
CS,220,000000,2,,,CS,120,UG,D,,,,,14-Jan-02
CS,230,000000,2,,,CS,220,UG,D,,,,,14-Jan-02
CS,230,000000,4,,,MA,215,UG,D,,A,,,14-Jan-02
CS,231,200010,1,,,CS,100,UG,D,,,,,12-Feb-99
CS,232,200010,1,,,CS,100,UG,D,,,(,,12-Feb-99
CS,232,200010,1.5,,,CS,120,UG,D,,O,,),14-Jan-02
CS,232,200010,2,,,ECE,130,UG,D,,A,,,12-Feb-99
CS,233,200010,1,,,CS,231,UG,D,,,,,12-Feb-99
CS,304,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,325,200010,1,,,CS,231,UG,D,,,,,05-Nov-99
CS,325,200010,2,,,MA,222,UG,D,,O,,,04-Aug-99
CS,325,200010,3,,,MA,223,UG,D,Y,O,,,12-Nov-99
CS,325,200010,4,,,MA,227,UG,D,Y,O,,,12-Nov-99
CS,325,200010,5,,,MA,311,UG,D,Y,O,,,12-Nov-99
CS,331,200010,1,,,CS,233,UG,D,,,,,05-Nov-99
CS,332,200010,1,,,CS,232,UG,D,,,,,12-Feb-99
CS,332,200010,2,,,CS,233,UG,D,,A,,,12-Feb-99
CS,333,200010,1,,,CS,220,UG,D,,,,,12-Feb-99
CS,351,200210,1,,,CS,220,UG,D,,,(,,24-Apr-02
CS,351,200210,2,,,CS,231,UG,D,,O,,),24-Apr-02
CS,351,200210,4,,,MA,214,UG,D,,A,(,,24-Apr-02
CS,351,200210,6,,,MA,221,UG,D,,O,,),24-Apr-02
CS,404,200010,1,,,CS,232,UG,D,,,,,12-Feb-99
CS,404,200010,2,,,CS,304,UG,D,,A,,,12-Feb-99
CS,413,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,414,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,415,200010,1,,,CS,414,UG,D,,,,,12-Feb-99
CS,432,200010,1,,,CS,232,UG,D,,,,,12-Feb-99
CS,433,200010,1,,,CS,333,UG,D,,,,,12-Feb-99
CS,441,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,441,200010,2,,,MA,315,UG,D,,A,,,12-Feb-99
CS,445,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,445,200010,2,,,MA,315,UG,D,,A,,,12-Feb-99
CS,451,200010,1,,,CS,233,UG,D,,,,,12-Feb-99
CS,451,200010,2,,,CS,351,UG,D,,A,,,12-Feb-99
CS,497,200010,1,,,CS,415,UG,D,,,,,12-Feb-99
CS,498,200010,1,,,CS,497,UG,D,,,,,12-Feb-99
CSSE,132,201010,2,,,CSSE,120,UG,D,,,,,06-Oct-09
CSSE,132,201010,4,,,CSSE,221,UG,D,,O,,,19-Dec-11
CSSE,220,200410,2,,,CSSE,120,UG,D,,,,,03-Jan-05
CSSE,220,200410,4,,,CS,120,UG,D,,O,,,10-Nov-05
CSSE,221,200910,2,,,CSSE,221EL,UG,EX,,,,,26-Aug-08
CSSE,230,200410,2,,,CSSE,220,UG,D,,,(,,10-Oct-05
CSSE,230,200410,3,,,CSSE,221,UG,D,,O,,),10-Oct-05
CSSE,230,200410,4,,,MA,275,UG,D,,A,(,,10-Oct-05
CSSE,230,200410,6,,,MA,215,UG,D,,O,,),10-Oct-05
CSSE,230,200810,2,,,CSSE,220,UG,D,,,,,02-Oct-08
CSSE,230,200810,3,,,CSSE,221,UG,D,,O,,,02-Oct-08
CSSE,230,200810,5,,,CSSE,230EL,UG,S,,O,,,02-Oct-08
CSSE,230,200910,2,,,CSSE,220,UG,D,,,,,26-Aug-08
CSSE,230,200910,3,,,CSSE,221,UG,D,,O,,,26-Aug-08
CSSE,230,200910,5,,,CSSE,230EL,UG,EX,,O,,,26-Aug-08
CSSE,230,201010,2,,,CSSE,220,UG,D,,,(,,25-Feb-09
CSSE,230,201010,3,,,CSSE,221,UG,D,,O,,,25-Feb-09
CSSE,230,201010,5,,,CSSE,230EL,UG,EX,,O,,),25-Feb-09
CSSE,230,201010,7,,,MA,112,UG,D,,A,,,25-Feb-09
CSSE,230,201110,2,,,CSSE,220,UG,C,,,(,,19-May-10
CSSE,230,201110,3,,,CSSE,221,UG,C,,O,,,19-May-10
CSSE,230,201110,5,,,CSSE,230EL,UG,EX,,O,,),19-May-10
CSSE,230,201110,7,,,MA,112,UG,D,,A,,,19-May-10
CSSE,232,200410,2,,,CSSE,120,UG,D,,,(,,03-May-05
CSSE,232,200410,3,,,CS,120,UG,D,,O,,,04-Oct-05
CSSE,232,200410,3.5,,,CSSE,221,UG,D,,O,,,06-May-09
CSSE,232,200410,3.75,,,CSSE,230,UG,D,,O,,),06-May-09
CSSE,232,200410,4,,,ECE,130,UG,D,,A,,,03-Jan-05
CSSE,232,201210,2,,,CSSE,120,UG,D,,,(,,04-May-11
CSSE,232,201210,4,,,ECE,130,UG,D,,A,,),04-May-11
CSSE,232,201210,6,,,CSSE,132,UG,D,,O,(,),10-Oct-13
CSSE,232,201210,8,,,CSSE,221,UG,D,,O,(,,10-Oct-13
CSSE,232,201210,10,,,ECE,130,UG,D,,A,,),10-Oct-13
CSSE,241,200810,2,,,CSSE,220,UG,D,,,,,26-Jun-07
CSSE,241,200810,4,,,CSSE,221,UG,D,,O,,,26-Jun-07
CSSE,304,200410,2,,,CSSE,230,UG,D,,,,,03-Jan-05
CSSE,304,200810,2,,,CSSE,230,UG,D,,,,,10-Aug-07
CSSE,304,200810,4,,,MA,275,UG,D,,A,,,10-Aug-07
CSSE,325,200410,2,,,CSSE,220,UG,D,,,(,,10-Nov-05
CSSE,325,200410,3,,,CSSE,221,UG,D,,O,,),10-Nov-05
CSSE,325,200410,4,,,MA,222,UG,D,,A,(,,02-Feb-10
CSSE,325,201110,2,,,CSSE,220,UG,D,,,(,,02-Feb-10
CSSE,325,201110,4,,,CSSE,221,UG,D,,O,,,02-Feb-10
CSSE,325,201110,5,,,CSSE,230,UG,D,,O,,),02-Feb-10
CSSE,325,201110,6,,,MA,222,UG,D,,A,(,,02-Feb-10
CSSE,325,201110,8,,,MA,212,UG,D,,O,,),02-Feb-10
CSSE,332,200010,2,,,CSSE,220,UG,D,,,(,,10-Oct-05
CSSE,332,200010,3,,,CS,220,UG,D,,O,,,10-Oct-05
CSSE,332,200010,3.5,,,CSSE,221,UG,D,,O,,),10-Oct-05
CSSE,332,200010,4,,,CSSE,232,UG,D,,A,,,03-Jan-05
CSSE,332,201010,2,,,CSSE,220,UG,D,,,(,,24-Sep-09
CSSE,332,201010,3.5,,,CSSE,221,UG,D,,O,,,21-Jan-10
CSSE,332,201010,3.75,,,CSSE,230,UG,D,,O,,),21-Jan-10
CSSE,332,201010,4,,,CSSE,232,UG,D,,A,,,24-Sep-09
CSSE,332,201210,2,,,CSSE,220,UG,D,,,(,,04-May-11
CSSE,332,201210,3.5,,,CSSE,221,UG,D,,O,,,04-May-11
CSSE,332,201210,3.75,,,CSSE,230,UG,D,,O,,),04-May-11
CSSE,332,201210,4,,,CSSE,232,UG,D,,A,(,,16-Jan-13
CSSE,332,201210,6,,,CSSE,132,UG,D,,O,,),16-Jan-13
CSSE,333,200010,2,,,CSSE,220,UG,D,,,,,03-Jan-05
CSSE,333,200010,4,,,CS,220,UG,D,,O,,,10-Oct-05
CSSE,333,200010,6,,,CSSE,221,UG,D,,O,,,10-Oct-05
CSSE,333,200810,2,,,CSSE,230,UG,D,,,,,28-Jan-08
CSSE,333,200810,4,,,MA,275,UG,D,,A,(,,10-Aug-07
CSSE,333,200810,6,,,MA,375,UG,D,,O,,),10-Aug-07
CSSE,333,200830,2,,,MA,275,UG,D,,,,,04-Jan-08
CSSE,333,200830,4,,,CSSE,230,UG,D,Y,A,,,04-Jan-08
CSSE,335,201010,2,,,MA,221,UG,D,,,,,24-Sep-09
CSSE,335,201010,4,,,MA,212,UG,D,,O,,,02-Feb-10
CSSE,351,200410,2,,,CSSE,220,UG,D,,,(,,03-May-05
CSSE,351,200410,3,,,CS,220,UG,D,,O,,,03-May-05
CSSE,351,200410,3.5,,,CSSE,221,UG,D,,O,,,06-May-09
CSSE,351,200410,3.75,,,CSSE,230,UG,D,,O,,),06-May-09
CSSE,351,200410,4,,,MA,221,UG,D,,A,,,03-Jan-05
CSSE,351,201010,2,,,CSSE,220,UG,D,,,(,,02-Feb-10
CSSE,351,201010,3,,,CS,220,UG,D,,O,,,02-Feb-10
CSSE,351,201010,3.5,,,CSSE,221,UG,D,,O,,,02-Feb-10
CSSE,351,201010,3.75,,,CSSE,230,UG,D,,O,,),02-Feb-10
CSSE,351,201010,4,,,MA,221,UG,D,,A,(,,02-Feb-10
CSSE,351,201010,6,,,MA,212,UG,D,,O,,),02-Feb-10
CSSE,371,200410,2,,,CSSE,230,UG,D,,,,,03-Jan-05
CSSE,371,200410,4,,,CS,230,UG,D,,O,,,03-May-05
CSSE,371,200910,2,,,CSSE,230,UG,D,,,,,30-Apr-08
CSSE,371,200910,4,,,CSSE,372,UG,D,Y,A,,,30-Apr-08
CSSE,371,201010,2,,,CSSE,230,UG,D,,,,,17-Mar-09
CSSE,371,201010,4,,,RH,330,UG,D,Y,A,,,17-Mar-09
CSSE,371,201110,2,,,CSSE,230,UG,D,,,,,05-May-11
CSSE,371,201110,4,,,RH,330,UG,D,,A,,,05-May-11
CSSE,372,200410,2,,,CSSE,230,UG,D,,,,,03-Jan-05
CSSE,372,200710,2,,,CSSE,371,UG,D,,,,,27-Jun-06
CSSE,372,200910,2,,,CSSE,371,UG,D,Y,,,,30-Apr-08
CSSE,372,200910,4,,,CSSE,230,UG,D,,A,,,30-Apr-08
CSSE,372,201010,2,,,CSSE,371,UG,D,Y,,,,31-Jul-09
CSSE,373,000000,2,,,CSSE,230,UG,D,,,,,21-Jun-05
CSSE,373,200810,2,,,CSSE,230,UG,D,,,,,10-Aug-07
CSSE,373,200810,4,,,MA,275,UG,D,,A,,,10-Aug-07
CSSE,374,200410,2,,,CSSE,230,UG,D,,,,,10-Nov-05
CSSE,374,200610,2,,,CSSE,230,UG,D,,,,,10-Nov-05
CSSE,374,200710,2,,,CSSE,371,UG,D,,,,,27-Jun-06
CSSE,375,200610,2,,,CSSE,230,UG,D,,,,,10-Nov-05
CSSE,375,200710,2,,,CSSE,371,UG,D,,,,,27-Jun-06
CSSE,375,201010,2,,,CSSE,374,UG,D,,,,,19-May-09
CSSE,376,200610,2,,,CSSE,230,UG,D,,,,,10-Nov-05
CSSE,377,200610,2,,,CSSE,374,UG,D,,,,,21-Jun-05
CSSE,402,201110,2,,,CSSE,332,UG,D,,,,,19-May-10
CSSE,403,201010,2,,,CSSE,304,UG,D,,,,,17-Mar-09
CSSE,404,200410,2,,,CSSE,232,UG,D,,,,,03-Jan-05
CSSE,404,200410,4,,,CSSE,304,UG,D,,A,,,03-Jan-05
CSSE,404,200410,6,,,CSSE,474,UG,D,,A,(,,03-Jan-05
CSSE,404,200410,8,,,MA,474,UG,D,,O,,),03-Jan-05
CSSE,413,200410,2,,,CSSE,220,UG,D,,,,,03-Jan-05
CSSE,413,200410,4,,,CS,220,UG,D,,O,,,03-May-05
CSSE,413,200410,6,,,CSSE,221,UG,D,,O,,,04-May-05
CSSE,413,200910,2,,,CSSE,230,UG,D,,,,,23-Jun-08
CSSE,432,200410,2,,,CSSE,220,UG,D,,,,,03-Jan-05
CSSE,432,200410,4,,,CSSE,221,UG,D,,O,,,10-Nov-05
CSSE,432,200410,6,,,CSSE,230,UG,D,,O,,,21-Jan-10
CSSE,433,200410,2,,,CSSE,333,UG,D,,,,,03-Jan-05
CSSE,442,200510,2,,,CSSE,332,UG,D,,,,,10-Dec-04
CSSE,442,200510,4,,,MA,275,UG,D,,A,(,,10-Oct-05
CSSE,442,200510,6,,,MA,215,UG,D,,O,,),10-Oct-05
CSSE,451,200410,2,,,CSSE,351,UG,D,,,,,03-Jan-05
CSSE,453,200410,2,,,CSSE,413,UG,D,,,,,03-Jan-05
CSSE,461,200410,2,,,CSSE,220,UG,D,,,(,,10-Nov-05
CSSE,461,200410,2.5,,,CS,220,UG,D,,O,,,10-Nov-05
CSSE,461,200410,3,,,CSSE,221,UG,D,,O,,),10-Nov-05
CSSE,461,200410,4,,,MA,221,UG,D,,A,,,05-Jan-05
CSSE,461,200910,2,,,CSSE,220,UG,D,,,(,,23-Jun-08
CSSE,461,200910,2.5,,,CS,220,UG,D,,O,,,23-Jun-08
CSSE,461,200910,3,,,CSSE,221,UG,D,,O,,),23-Jun-08
CSSE,461,200910,4,,,MA,221,UG,D,,A,(,,23-Jun-08
CSSE,461,200910,6,,,MA,371,UG,D,,O,,,23-Jun-08
CSSE,461,200910,8,,,MA,373,UG,D,,O,,),23-Jun-08
CSSE,461,201010,2,,,CSSE,220,UG,D,,,(,,02-Feb-10
CSSE,461,201010,2.5,,,CS,220,UG,D,,O,,,02-Feb-10
CSSE,461,201010,3,,,CSSE,221,UG,D,,O,,,02-Feb-10
CSSE,461,201010,3.5,,,CSSE,230,UG,D,,O,,),02-Feb-10
CSSE,461,201010,4,,,MA,221,UG,D,,A,(,,02-Feb-10
CSSE,461,201010,5,,,MA,212,UG,D,,O,,,02-Feb-10
CSSE,461,201010,6,,,MA,371,UG,D,,O,,,02-Feb-10
CSSE,461,201010,8,,,MA,373,UG,D,,O,,),02-Feb-10
CSSE,463,200810,2,,,MA,221,UG,D,,,,,26-Jun-07
CSSE,463,201010,2,,,MA,221,UG,D,,,,,02-Feb-10
CSSE,463,201010,4,,,MA,212,UG,D,,O,,,02-Feb-10
CSSE,473,200410,2,,,CSSE,230,UG,D,,,(,,03-May-05
CSSE,473,200410,3,,,CS,230,UG,D,,O,,),03-May-05
CSSE,473,200410,4,,,MA,375,UG,D,,A,(,,10-Oct-05
CSSE,473,200410,6,,,MA,315,UG,D,,O,,),10-Oct-05
CSSE,473,200610,2,,,CSSE,230,UG,D,,,(,,03-May-05
CSSE,473,200610,3,,,CS,230,UG,D,,O,,),03-May-05
CSSE,473,200610,4,,,MA,375,UG,D,,A,(,,03-May-05
CSSE,473,200610,6,,,MA,315,UG,D,,O,,),03-May-05
CSSE,474,200410,1,,,CSSE,230,UG,D,,,(,,10-Nov-05
CSSE,474,200410,1.5,,,CS,230,UG,D,,O,,),10-Nov-05
CSSE,474,200410,2,,,MA,375,UG,D,,A,(,,10-Oct-05
CSSE,474,200410,4,,,MA,315,UG,D,,O,,),10-Oct-05
CSSE,477,201210,2,,,CSSE,374,UG,D,,,,,26-Aug-11
CSSE,479,200410,1,,,CSSE,220,UG,D,,,(,,10-Nov-05
